ou,value,dx_name,pe_name,ou_name
oZWwkGsF8WV,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ifitedunu General Hospital
Ha1Uxfwnmwq,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Rock Foundation Hospital
qtDvX43LURH,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Akwaeze Community Reproductive Referral Health Centre
Sya1xqHhCCO,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Our Lady of Lourdes Hospital
JnK78IWxALr,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
ZSSbDRTZ6CX,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an St. Patricks Hospital and Maternity
OKPZ7SmaYwP,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-08,an Immaculate Heart Hospital (Nkpor)
JnK78IWxALr,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
Sya1xqHhCCO,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Our Lady of Lourdes Hospital
OoBxXYn1eoy,28,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Nnamdi Azikiwe University Teaching Hospital
Sya1xqHhCCO,25,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Our Lady of Lourdes Hospital
xdRG6eDxhaR,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Chidubem Hospital and Maternity Okpuno Awka
pxYOOPUXmtt,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-10,an Obosi St Martin's Hospital
bVDmQU3reY0,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Patricia Memorial Hospital and Maternity Aka baby
FfgZ5ufqf7n,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Ebenesi Nnobi Primary Health Centre
Sya1xqHhCCO,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Our Lady of Lourdes Hospital
S3jUrQJhdKZ,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Ogechukwu Maternity
OoBxXYn1eoy,44,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Nnamdi Azikiwe University Teaching Hospital
Sya1xqHhCCO,8,GF_Number of AGYW counseled tested and received result- Community,2025-10-02,an Our Lady of Lourdes Hospital
FfgZ5ufqf7n,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Ebenesi Nnobi Primary Health Centre
xdRG6eDxhaR,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Chidubem Hospital and Maternity Okpuno Awka
OoBxXYn1eoy,10,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - In-Patient,2025-10-10,an Nnamdi Azikiwe University Teaching Hospital
I6Xcx9875kJ,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Ifite Primary Health Centre
JnK78IWxALr,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
msr1TOXqZKf,18,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an St Charles Borromeo Hospital
xdRG6eDxhaR,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Chidubem Hospital and Maternity Okpuno Awka
msr1TOXqZKf,21,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an St Charles Borromeo Hospital
fzYRxCwtQf2,11,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Akamili Primary Health Clinic
P9qUQA6KmAs,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-03,an Holy Rosary Hospital
Ha1Uxfwnmwq,17,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Rock Foundation Hospital
rXXrT05BUkb,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Igbuala H/Post Ifitedunu 2
NyZ328hbUiP,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Beke Memorial Hospital Nimo
Jzpyxz1Cydy,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - L&D,2025-10-03,an Obinwane Hospital and Maternity
HZV6vjUIOuO,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Ihembosi Referral Health Centre
QppIbUI9E92,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ozala Isuofia Primary Health Centre
OxGTCa7PYrK,21,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Ekwulobia General Hospital
zhMuFPbxUZS,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Dike Medical Centre
PeMBbhCoe0d,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Umunze General Hospital
BkHB5iIj0jE,2,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-10,an Eziaguluotu Primary Health Centre
QqXS3kwHLkP,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Ifite Awkuzu Primary Health Centre
Df8G53YKehw,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Akili Ozizor Primary Health Centre
wM3b4l8Oesq,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - TB,2025-10-02,an Onitsha General Hospital
AKfQkUjVHEK,8,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an St. John Anglican Primary Health Centre
we90AXVrhUv,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-08,an Umueri General Hospital
lJi4pRQnIsT,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an St Anthony Maternity Hospital
msr1TOXqZKf,1,GF_Number of People Tested HIV Positive & Received Results - ANC,2025-10-03,an St Charles Borromeo Hospital
OKPZ7SmaYwP,8,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Immaculate Heart Hospital (Nkpor)
uYnfVI0bkyf,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-07,an Nkpor Crown Hospital and Maternity
pxYOOPUXmtt,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Obosi St Martin's Hospital
QpDemAvM3Tf,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Iyiora Primary Health Centre
fWFqufPpvlx,19,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Abubo Primary Health Centre
IA64rosyhK1,1,GF_Number of People Tested HIV Positive & Received Results - Other PITC,2025-10-02,an Enugu Ukwu General Hospital
uYnfVI0bkyf,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-01,an Nkpor Crown Hospital and Maternity
sjeTS3oSial,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Eziani Ihiala Primary Health Centre
vCsPrXuITbJ,20,GF_Number of AGYW counseled tested and received result- Community,2025-10-06,an Osamala Primary Health Center
xBnEEDeCGdx,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,an Okpoko 1 Primary Health Center
k4Nw4uCT97V,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Umunya Comprehensive Health Centre
MsWUEiTxyht,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Ogbunike Primary Health Centre
lOzN4yw4pSh,5,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Madueke Memorial Hospital and Maternity
uk9tTbaNcYv,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Abagana Health Centre
MUumX5cjk9g,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Umunze Immaculate Heart Hospital
p7CKerD8kRp,10,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-02,an Oba Comprehensive Health Centre (Trauma Centre)
bVDmQU3reY0,6,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Patricia Memorial Hospital and Maternity Aka baby
QqXS3kwHLkP,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Ifite Awkuzu Primary Health Centre
msr1TOXqZKf,8,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-02,an St Charles Borromeo Hospital
EoeDzJ1FUKN,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Obodootu Primary Health Centre
pxYOOPUXmtt,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Obosi St Martin's Hospital
BkHB5iIj0jE,80,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Eziaguluotu Primary Health Centre
IA64rosyhK1,1,GF_Number of People Tested HIV Positive & Received Results - Other PITC,2025-10-08,an Enugu Ukwu General Hospital
Kzd0JboiGEE,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Okpoko 5 Primary Health Centre
ElMyEZ6ECq9,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Madonna Hospital Awka
beBpDqUQJMn,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Chidiebere Maternity
Z58LnooMrl1,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Nnobi General Hospital
Sya1xqHhCCO,1,GF_Number of AGYW tested HIV positive and received result- Community,2025-10-03,an Our Lady of Lourdes Hospital
H2vA8qHohf5,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ogbunka Primary Health Centre
jEvQxNUAX4X,14,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,"an Rise Clinic, Adazi Ani"
BXOxuU6KIk2,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-01,"an St. Joseph Hospital and Maternity, Ifite Ogwari"
MUq9oPoC0hr,12,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-08,an Ukpo Comprehensive Health Centre
V3MCCguBan8,16,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Ezira Primary Health Centre
q9iZUe3cVCu,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Orafite General Hospital
MsWUEiTxyht,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Ogbunike Primary Health Centre
yjxtvOYtp5A,24,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Ukpor General Hospital
MUq9oPoC0hr,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-02,an Ukpo Comprehensive Health Centre
BkHB5iIj0jE,115,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Eziaguluotu Primary Health Centre
P9qUQA6KmAs,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Holy Rosary Hospital
ABifpivVY4F,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-04,an Nsukwu Primary Health Centre
OKPZ7SmaYwP,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Immaculate Heart Hospital (Nkpor)
qs0jtVhDtUn,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Our Lady's of Fatima Woliwo Health Post
OoBxXYn1eoy,41,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - In-Patient,2025-10-07,an Nnamdi Azikiwe University Teaching Hospital
JnK78IWxALr,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,"an Nworah Hilltop Hospital & Maternity, Ugwu Tank, Amawbia"
IX2qlVptNql,73,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Onitsha Pieta Hospital
BXOxuU6KIk2,8,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,"an St. Joseph Hospital and Maternity, Ifite Ogwari"
IA64rosyhK1,2,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-02,an Enugu Ukwu General Hospital
mQpnj5bT6HS,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Christ Church Primary Health Center
IX2qlVptNql,12,GF_Number of AGYW counseled tested and received result- Community,2025-10-02,an Onitsha Pieta Hospital
OoBxXYn1eoy,42,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Nnamdi Azikiwe University Teaching Hospital
k4Nw4uCT97V,50,GF_Number of AGYW counseled tested and received result- Community,2025-10-09,an Umunya Comprehensive Health Centre
kDbYzGivY5E,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an St Barnabas Health Post
TNwOSX6UfCW,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umudeze Primary Health Centre
Vli5C2SFWrh,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Omor PrimaryHealth Centre
IA64rosyhK1,10,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Enugu Ukwu General Hospital
HgxxN5GZv8Y,1,GF_Number of People Tested HIV Positive & Received Results - Blood Bank,2025-10-10,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
xallQX8HUeS,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Maranatha Caring Mission Hospital
lJi4pRQnIsT,1,GF_Number of People Tested HIV Positive & Received Results - ANC,2025-10-10,an St Anthony Maternity Hospital
dIgVADaXOoP,65,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Nnewi Diocesan Hospital
QS61X8Xc1Tg,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an His Grace Maternity
wM3b4l8Oesq,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Onitsha General Hospital
dBES5aQviuh,4,GF_Number of KPs tested HIV positive and received result,2025-10-07,"an Anambra State One Stop Shop (OSS) Site, Awka"
ulyCfZ5PUNZ,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Achalla Primary Health Centre
HqwDi1gXzB7,1,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Awba Offemmili Primary Health Centre
MsWUEiTxyht,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an Ogbunike Primary Health Centre
OoBxXYn1eoy,6,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-09,an Nnamdi Azikiwe University Teaching Hospital
cHTHLQECBHb,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-03,an Enugwu Aguleri Primary Health Center
NzwdCUPjLKM,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Trinitas International Hospital Umuchukwu
zhMuFPbxUZS,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Dike Medical Centre
Df8G53YKehw,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Akili Ozizor Primary Health Centre
zhMuFPbxUZS,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Dike Medical Centre
ElMyEZ6ECq9,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-08,an Madonna Hospital Awka
x8kegIarjSt,3,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Amansea Health Post
Qj5adNgRgcZ,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Akwa Primary Health Centre
q9iZUe3cVCu,20,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Orafite General Hospital
dBES5aQviuh,1,GF_Number of KPs tested HIV positive and received result,2025-10-02,"an Anambra State One Stop Shop (OSS) Site, Awka"
glt0a9JC4VC,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-07,an Achalla Maternal and Child Health Care Centre
P9qUQA6KmAs,13,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - In-Patient,2025-10-02,an Holy Rosary Hospital
E22605q44Z6,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Atani Primary Health Centre
ySBhaLN97hO,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-06,an St. Raphael Hospital Nkwelle Ezunaka
d6ugp5puEZ2,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Nteje Primary Health Centre
p7CKerD8kRp,11,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-03,an Oba Comprehensive Health Centre (Trauma Centre)
q9iZUe3cVCu,20,GF_Number of AGYW counseled tested and received result- Community,2025-10-03,an Orafite General Hospital
p7CKerD8kRp,10,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Oba Comprehensive Health Centre (Trauma Centre)
s4ZDSr4IBSr,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an St. Marks Primary Health Centre
ySBhaLN97hO,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an St. Raphael Hospital Nkwelle Ezunaka
MUq9oPoC0hr,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Ukpo Comprehensive Health Centre
OKPZ7SmaYwP,1,GF_Number of People Tested HIV Positive & Received Results - Other PITC,2025-10-03,an Immaculate Heart Hospital (Nkpor)
Cj3rwgMDm7q,100,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Umuawah Health Post
sSb0uyx1KGX,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Umudim Primary Health Centre
afVyYoFxrMX,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Achalla Health Post
OKPZ7SmaYwP,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Immaculate Heart Hospital (Nkpor)
OoBxXYn1eoy,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-08,an Nnamdi Azikiwe University Teaching Hospital
xdRG6eDxhaR,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-09,an Chidubem Hospital and Maternity Okpuno Awka
NzwdCUPjLKM,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Trinitas International Hospital Umuchukwu
B5PbcJXLP9z,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Lilu Primary Health Centre
Cj3rwgMDm7q,1,GF_Number of People Tested HIV Positive & Received Results - CT,2025-10-09,an Umuawah Health Post
glt0a9JC4VC,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Achalla Maternal and Child Health Care Centre
IEKVnEePZLN,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Iyi-Enu Hospital
MUq9oPoC0hr,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Ukpo Comprehensive Health Centre
IEKVnEePZLN,8,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Iyi-Enu Hospital
VW6oZN1jKMg,10,GF_Number of AGYW counseled tested and received result- Community,2025-10-01,an Lancet Hospital LTD
OKPZ7SmaYwP,11,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Immaculate Heart Hospital (Nkpor)
wM3b4l8Oesq,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Onitsha General Hospital
glt0a9JC4VC,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Achalla Maternal and Child Health Care Centre
yox6XBHvvUs,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Kanayo Specialist Hospital and Maternity
tj7gQs8DwoM,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Ihite Primary Health Center
iRAmuxfCqmA,46,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Alor Primary Health Centre
yox6XBHvvUs,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,an Kanayo Specialist Hospital and Maternity
P9qUQA6KmAs,2,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Holy Rosary Hospital
d6ugp5puEZ2,3,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-09,an Nteje Primary Health Centre
OKPZ7SmaYwP,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Immaculate Heart Hospital (Nkpor)
OKPZ7SmaYwP,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-06,an Immaculate Heart Hospital (Nkpor)
bVDmQU3reY0,7,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-01,an Patricia Memorial Hospital and Maternity Aka baby
uYnfVI0bkyf,8,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Nkpor Crown Hospital and Maternity
MUq9oPoC0hr,1,GF_Number of People Tested HIV Positive & Received Results - Blood Bank,2025-10-09,an Ukpo Comprehensive Health Centre
xknfQ0UuSCR,9,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Umuchu Visitation Hospital
P9qUQA6KmAs,2,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-03,an Holy Rosary Hospital
p7CKerD8kRp,25,GF_Number of AGYW counseled tested and received result- Community,2025-10-08,an Oba Comprehensive Health Centre (Trauma Centre)
dBES5aQviuh,89,GF_Number of KPs counseled tested and received result,2025-10-01,"an Anambra State One Stop Shop (OSS) Site, Awka"
P9qUQA6KmAs,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Holy Rosary Hospital
msr1TOXqZKf,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an St Charles Borromeo Hospital
pxYOOPUXmtt,7,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-06,an Obosi St Martin's Hospital
lOzN4yw4pSh,6,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-09,an Madueke Memorial Hospital and Maternity
QqXS3kwHLkP,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ifite Awkuzu Primary Health Centre
bVDmQU3reY0,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Patricia Memorial Hospital and Maternity Aka baby
V3MCCguBan8,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Ezira Primary Health Centre
Cj3rwgMDm7q,4,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Umuawah Health Post
DasDyIPK8jQ,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Umuezeanam 2 Primary Health Centre
S3gtlMZ4sYV,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Eziama Primary Health Centre
HgxxN5GZv8Y,50,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
lOzN4yw4pSh,4,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-01,an Madueke Memorial Hospital and Maternity
msr1TOXqZKf,7,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-07,an St Charles Borromeo Hospital
J1dgQz1R68m,11,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Edoji Primary Health Centre
pxYOOPUXmtt,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Obosi St Martin's Hospital
JOocbzN2dq7,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Umuokpu Primary Health Centre
k4Nw4uCT97V,7,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-07,an Umunya Comprehensive Health Centre
P9qUQA6KmAs,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Holy Rosary Hospital
P9qUQA6KmAs,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-09,an Holy Rosary Hospital
glt0a9JC4VC,1,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-07,an Achalla Maternal and Child Health Care Centre
IA64rosyhK1,7,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-03,an Enugu Ukwu General Hospital
zGZjhpdrOde,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Emmanuel Church Primary Health Centre
dkIkLMCU3KL,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Gozie Specialist Hospital
